"Sens Factor =-1.482dB, SERNO: 7142078"
"Auto-generated 90-degree calibration file"
58.978	0.8608
59.712	0.8564
60.456	0.8522
61.208	0.8481
61.970	0.8439
62.742	0.8394
63.523	0.8345
64.314	0.8289
65.114	0.8225
65.925	0.8153
66.745	0.8072
67.576	0.7985
68.418	0.7893
69.269	0.7799
70.132	0.7705
71.005	0.7612
71.889	0.7521
72.784	0.7431
73.690	0.7343
74.607	0.7254
75.536	0.7165
76.476	0.7075
77.428	0.6984
78.392	0.6890
79.368	0.6794
80.356	0.6695
81.356	0.6593
82.369	0.6487
83.394	0.6378
84.433	0.6265
85.484	0.6147
86.548	0.6026
87.625	0.5901
88.716	0.5773
89.820	0.5642
90.939	0.5508
92.071	0.5373
93.217	0.5235
94.377	0.5096
95.552	0.4953
96.742	0.4807
97.946	0.4659
99.165	0.4508
100.400	0.4356
101.650	0.4204
102.915	0.4054
104.196	0.3907
105.493	0.3765
106.806	0.3631
108.136	0.3504
109.482	0.3386
110.845	0.3277
112.225	0.3178
113.622	0.3089
115.037	0.3011
116.469	0.2944
117.919	0.2889
119.386	0.2848
120.873	0.2820
122.377	0.2807
123.901	0.2809
125.443	0.2827
127.005	0.2859
128.586	0.2904
130.187	0.2960
131.807	0.3026
133.448	0.3100
135.109	0.3180
136.791	0.3264
138.494	0.3353
140.218	0.3445
141.964	0.3541
143.731	0.3639
145.520	0.3736
147.332	0.3833
149.166	0.3928
151.023	0.4019
152.903	0.4105
154.806	0.4184
156.734	0.4258
158.685	0.4325
160.660	0.4383
162.660	0.4434
164.685	0.4479
166.735	0.4515
168.811	0.4543
170.912	0.4561
173.040	0.4569
175.194	0.4568
177.375	0.4558
179.583	0.4541
181.819	0.4520
184.082	0.4498
186.374	0.4473
188.694	0.4447
191.043	0.4419
193.421	0.4391
195.829	0.4359
198.267	0.4323
200.735	0.4281
203.234	0.4231
205.764	0.4172
208.325	0.4104
210.919	0.4030
213.544	0.3952
216.203	0.3872
218.894	0.3794
221.619	0.3721
224.378	0.3654
227.171	0.3596
229.999	0.3547
232.862	0.3509
235.761	0.3481
238.696	0.3465
241.668	0.3461
244.676	0.3468
247.722	0.3487
250.806	0.3517
253.928	0.3558
257.089	0.3609
260.290	0.3667
263.530	0.3729
266.810	0.3795
270.132	0.3860
273.495	0.3921
276.899	0.3977
280.346	0.4028
283.836	0.4073
287.370	0.4112
290.947	0.4146
294.569	0.4174
298.236	0.4197
301.949	0.4216
305.708	0.4233
309.513	0.4251
313.366	0.4269
317.267	0.4286
321.217	0.4300
325.216	0.4311
329.264	0.4316
333.363	0.4315
337.513	0.4309
341.715	0.4299
345.969	0.4290
350.276	0.4286
354.636	0.4294
359.051	0.4318
363.521	0.4359
368.046	0.4412
372.628	0.4469
377.266	0.4526
381.963	0.4579
386.718	0.4623
391.532	0.4655
396.406	0.4670
401.341	0.4664
406.337	0.4636
411.395	0.4588
416.517	0.4523
421.702	0.4444
426.951	0.4354
432.266	0.4257
437.648	0.4156
443.096	0.4054
448.612	0.3954
454.196	0.3862
459.851	0.3780
465.575	0.3707
471.371	0.3647
477.239	0.3598
483.180	0.3557
489.195	0.3523
495.285	0.3492
501.450	0.3459
507.693	0.3421
514.013	0.3374
520.412	0.3320
526.890	0.3258
533.449	0.3190
540.090	0.3119
546.814	0.3047
553.621	0.2977
560.513	0.2909
567.490	0.2844
574.555	0.2777
581.707	0.2703
588.949	0.2612
596.281	0.2502
603.703	0.2370
611.219	0.2224
618.828	0.2071
626.531	0.1914
634.331	0.1757
642.228	0.1601
650.222	0.1448
658.317	0.1306
666.512	0.1180
674.809	0.1069
683.210	0.0974
691.715	0.0890
700.326	0.0814
709.044	0.0746
717.871	0.0684
726.807	0.0628
735.855	0.0577
745.016	0.0531
754.290	0.0488
763.680	0.0445
773.187	0.0398
782.812	0.0354
792.557	0.0309
802.424	0.0265
812.413	0.0222
822.526	0.0181
832.766	0.0141
843.133	0.0105
853.629	0.0069
864.255	0.0031
875.014	-0.0008
885.907	-0.0052
896.935	-0.0101
908.101	-0.0157
919.406	-0.0220
930.851	-0.0288
942.439	-0.0362
954.171	-0.0439
966.049	-0.0520
978.076	-0.0604
990.251	-0.0688
1002.579	-0.0770
1015.060	-0.0848
1027.696	-0.0925
1040.489	-0.0999
1053.442	-0.1065
1066.556	-0.1127
1079.833	-0.1181
1093.276	-0.1229
1106.886	-0.1273
1120.665	-0.1312
1134.616	-0.1349
1148.741	-0.1381
1163.041	-0.1409
1177.519	-0.1432
1192.178	-0.1451
1207.019	-0.1467
1222.045	-0.1483
1237.258	-0.1497
1252.660	-0.1509
1268.254	-0.1520
1284.042	-0.1529
1300.027	-0.1537
1316.211	-0.1541
1332.596	-0.1543
1349.185	-0.1544
1365.981	-0.1548
1382.985	-0.1553
1400.202	-0.1557
1417.633	-0.1559
1435.280	-0.1556
1453.148	-0.1551
1471.238	-0.1540
1489.553	-0.1520
1508.096	-0.1493
1526.870	-0.1457
1545.877	-0.1413
1565.121	-0.1363
1584.605	-0.1308
1604.332	-0.1247
1624.303	-0.1181
1644.524	-0.1113
1664.996	-0.1045
1685.723	-0.0980
1706.708	-0.0919
1727.955	-0.0869
1749.466	-0.0824
1771.244	-0.0782
1793.294	-0.0743
1815.618	-0.0704
1838.221	-0.0663
1861.104	-0.0622
1884.272	-0.0577
1907.729	-0.0529
1931.478	-0.0484
1955.523	-0.0437
1979.866	-0.0386
2004.513	-0.0331
2029.467	-0.0273
2054.731	-0.0213
2080.310	-0.0154
2106.207	-0.0102
2132.427	-0.0056
2158.973	-0.0017
2185.849	0.0017
2213.060	0.0048
2240.610	0.0076
2268.503	0.0099
2296.743	0.0117
2325.334	0.0131
2354.282	0.0140
2383.590	0.0152
2413.262	0.0168
2443.305	0.0186
2473.721	0.0210
2504.515	0.0240
2535.693	0.0278
2567.260	0.0319
2599.219	0.0364
2631.576	0.0413
2664.335	0.0468
2697.503	0.0530
2731.084	0.0601
2765.082	0.0682
2799.504	0.0769
2834.354	0.0864
2869.638	0.0967
2905.362	0.1070
2941.530	0.1179
2978.148	0.1294
3015.222	0.1413
3052.758	0.1535
3090.761	0.1659
3129.237	0.1784
3168.192	0.1910
3207.632	0.2037
3247.563	0.2160
3287.991	0.2281
3328.923	0.2404
3370.364	0.2530
3412.320	0.2664
3454.799	0.2808
3497.807	0.2967
3541.351	0.3143
3585.436	0.3332
3630.070	0.3529
3675.260	0.3734
3721.012	0.3941
3767.334	0.4152
3814.233	0.4366
3861.715	0.4577
3909.789	0.4787
3958.460	0.4992
4007.738	0.5194
4057.630	0.5394
4108.142	0.5587
4159.283	0.5781
4211.061	0.5975
4263.483	0.6172
4316.559	0.6372
4370.294	0.6579
4424.699	0.6789
4479.781	0.7003
4535.548	0.7220
4592.010	0.7438
4649.175	0.7656
4707.051	0.7874
4765.648	0.8090
4824.975	0.8304
4885.039	0.8503
4945.852	0.8698
5007.421	0.8896
5069.757	0.9095
5132.870	0.9287
5196.768	0.9459
5261.460	0.9619
5326.959	0.9764
5393.273	0.9893
5460.413	1.0000
5528.388	1.0090
5597.209	1.0162
5666.887	1.0219
5737.433	1.0264
5808.857	1.0301
5881.169	1.0329
5954.383	1.0350
6028.507	1.0366
6103.555	1.0380
6179.536	1.0397
6256.464	1.0421
6334.349	1.0459
6413.204	1.0514
6493.040	1.0588
6573.870	1.0680
6655.706	1.0791
6738.562	1.0915
6822.448	1.1041
6907.379	1.1158
6993.367	1.1249
7080.426	1.1292
7168.568	1.1277
7257.808	1.1207
7348.158	1.1103
7439.633	1.0970
7532.248	1.0818
7626.015	1.0651
7720.949	1.0485
7817.065	1.0321
7914.377	1.0154
8012.901	0.9982
8112.652	0.9796
8213.645	0.9598
8315.894	0.9363
8419.416	0.9086
8524.228	0.8777
8630.343	0.8448
8737.780	0.8111
8846.555	0.7779
8956.683	0.7455
9068.182	0.7141
9181.069	0.6837
9295.362	0.6537
9411.078	0.6236
9528.233	0.5923
9646.849	0.5593
9766.939	0.5233
9888.525	0.4848
10011.625	0.4439
10136.257	0.4003
10262.440	0.3545
10390.195	0.3077
10519.540	0.2582
10650.495	0.2058
10783.080	0.1503
10917.316	0.0911
11053.223	0.0277
11190.821	-0.0397
11330.133	-0.1104
11471.179	-0.1832
11613.980	-0.2561
11758.561	-0.3276
11904.939	-0.3961
12053.141	-0.4622
12203.188	-0.5268
12355.102	-0.5909
12508.907	-0.6559
12664.627	-0.7224
12822.286	-0.7905
12981.907	-0.8602
13143.516	-0.9313
13307.136	-1.0043
13472.793	-1.0784
13640.512	-1.1527
13810.319	-1.2260
13982.240	-1.2982
14156.302	-1.3701
14332.529	-1.4420
14510.951	-1.5150
14691.595	-1.5894
14874.486	-1.6665
15059.655	-1.7463
15247.129	-1.8287
15436.937	-1.9127
15629.106	-1.9979
15823.669	-2.0839
16020.654	-2.1702
16220.091	-2.2571
16422.010	-2.3440
16626.443	-2.4317
16833.422	-2.5201
17042.977	-2.6089
17255.141	-2.6970
17469.945	-2.7835
17687.424	-2.8714
17907.609	-2.9506
18130.537	-3.0309
18356.240	-3.1113
18584.752	-3.1920
18816.107	-3.2732
19050.346	-3.3546
19287.498	-3.4363
19527.604	-3.5184
19770.697	-3.6011
20016.816	-3.6845
